>CCDC6_ENST00000263102.6,chr10:61548521-61666414
20,27832422,27832572
21,27832866,27832994
22,27834479,27834629
23,27835320,27835431
24,27835548,27835636
25,27840318,27840440
26,27841231,27841356
27,27841948,27842136
28,27844682,27844861
29,27845524,27845589
30,27845729,27848497

>VCL_ENST00000372755.3,chr10:75757872-75879918
1,75757872,75758133
2,75802841,75802911
3,75830428,75830578
4,75830733,75830841
5,75832488,75832610
6,75834501,75834661
7,75842212,75842302
8,75843124,75843271
9,75848954,75849107
10,75849781,75849956
11,75854029,75854219
12,75855414,75855613
13,75856962,75857090
14,75860706,75860855
15,75863578,75863686
16,75864809,75865111
17,75866988,75867112
18,75868729,75868914
19,75873942,75874145
20,75874553,75874657
21,75877781,75879918

>PAX5_ENST00000358127.4,chr9:36833272-37034103
1,37033983,37034103
2,37020633,37020798
3,37014994,37015191
4,37006470,37006534
5,37002645,37002773
6,36966546,36966721
7,36923352,36923481
8,36882001,36882102
9,36846840,36846926
10,36833272,36840633

>CTNNB1_ENST00000349496.5,chr3:41236328-41301587
1,41240930,41241161
2,41265512,41265572
3,41266017,41266244
4,41266445,41266698
5,41266825,41267063
6,41267151,41267352
7,41268699,41268843
8,41274832,41274935
9,41275020,41275358
10,41275630,41275788
11,41277215,41277334
12,41277840,41277990
13,41278079,41278200
14,41279507,41279567
15,41280625,41281936

>CHCHD7_ENST00000523975.1,chr8:57124245-57131357
1,57124357,57124396
2,57125321,57125448
3,57127157,57127226
4,57128992,57129090
5,57129890,57131357

>LIFR_ENST00000263409.4,chr5:38475065-38608456
1,38595363,38595506
2,38530608,38530768
3,38528828,38528942
4,38527257,38527396
5,38523521,38523684
6,38511892,38512066
7,38510566,38510820
8,38506605,38506734
9,38506007,38506176
10,38504078,38504223
11,38502739,38502901
12,38499615,38499685
13,38496484,38496697
14,38493708,38493887
15,38490292,38490393
16,38489180,38489347
17,38485921,38486082
18,38484877,38484970
19,38482691,38482769
20,38475065,38482320

>PLAG1_ENST00000429357.2,chr8:57073463-57123883
1,57123680,57123859
2,57083650,57083748
3,57080587,57080945
4,57078802,57080062

>TCEA1_ENST00000521086.2,chr8:54879112-54935089
1,54934623,54934825
2,54922990,54923052
3,54915452,54915652
4,54912505,54912610
5,54906228,54906315
6,54900674,54900819
7,54899529,54899585
8,54896923,54897077
9,54891585,54891731
10,54891083,54891257
11,54882952,54883023
12,54879120,54880672

>HAS2_ENST00000303924.4,chr8:122624356-122653630
1,122653093,122653630
2,122640954,122641580
3,122629345,122629446
4,122624356,122627278

>COL1A2_ENST00000297268.6,chr7:94023873-94060544
1,94023873,94024413
2,94027060,94027070
3,94027694,94027708
4,94028361,94028396
5,94029508,94029600
6,94030879,94030932
7,94033868,94033912
8,94034005,94034058
9,94034151,94034204
10,94034511,94034564
11,94034985,94035038
12,94035562,94035615
13,94037159,94037203
14,94037495,94037548
15,94037648,94037692
16,94038082,94038135
17,94038634,94038732
18,94038876,94038920
19,94039035,94039133
20,94039554,94039607
21,94039732,94039839
22,94040201,94040254
23,94040368,94040466
24,94041380,94041433
25,94041896,94041994
26,94042395,94042448
27,94043002,94043055
28,94043206,94043259
29,94043534,94043587
30,94044538,94044582
31,94045717,94045815
32,94047036,94047143
33,94047811,94047864
34,94048810,94048863
35,94049545,94049598
36,94049703,94049756
37,94049853,94049960
38,94050321,94050374
39,94051211,94051264
40,94052269,94052430
41,94053648,94053755
42,94054429,94054536
43,94054922,94054975
44,94055062,94055169
45,94055310,94055363
46,94055735,94055842
47,94056320,94056373
48,94056500,94056607
49,94056939,94057197
50,94057605,94057789
51,94058500,94058742
52,94059559,94060544

>CRTC3_ENST00000268184.6,chr15:91073157-91188577
1,91073300,91073435
2,91083271,91083369
3,91136868,91136987
4,91145556,91145617
5,91147617,91147679
6,91150610,91150710
7,91157685,91157720
8,91161115,91161200
9,91162973,91163022
10,91169008,91169225
11,91172466,91172764
12,91181678,91181878
13,91181967,91182047
14,91184329,91184431
15,91185164,91186045

>MAML2_ENST00000524717.1,chr11:95709762-96076344
1,96074547,96076344
2,95825056,95826681
3,95724684,95724887
4,95718695,95718806
5,95709762,95713127

>HNRNPA2B1_ENST00000354667.4,chr7:26229547-26241149
1,26240192,26240366
2,26237451,26237486
3,26237242,26237352
4,26236935,26237081
5,26236427,26236637
6,26236177,26236278
7,26236021,26236101
8,26235467,26235529
9,26233195,26233314
10,26232871,26232993
11,26232115,26232197
12,26229547,26231958

>KLK2_ENST00000325321.3,chr19:51364824-51383823
1,51376505,51376775
2,51377977,51378136
3,51379728,51380014
4,51380128,51380264
5,51381660,51383823

>SS18L1_ENST00000492466.2,chr20:60718822-60757540
1,60738514,60738678
2,60739201,60739302
3,60740478,60740570
4,60747738,60747857
5,60749573,60749700
6,60754238,60754412
7,60755225,60755340

>ACSL3_ENST00000357430.3,chr2:223725652-223809357
1,223725652,223725976
2,223752548,223752606
3,223765392,223765498
4,223773451,223773868
5,223781037,223781214
6,223782764,223782873
7,223783782,223783920
8,223785998,223786148
9,223787426,223787549
10,223787796,223787867
11,223789174,223789313
12,223791735,223791907
13,223793580,223793654
14,223795339,223795530
15,223797884,223797998
16,223799248,223799405
17,223806215,223809357

>SET_ENST00000372692.4,chr9:131445703-131458679
1,131445934,131446286
2,131453449,131453506
3,131454137,131454279
4,131454941,131455044
5,131455147,131455260
6,131455917,131456087
7,131456175,131456321
8,131456920,131458679

>STIL_ENST00000360380.3,chr1:47715811-47779819
1,47779708,47779819
2,47778620,47778828
3,47775948,47776034
4,47770561,47770668
5,47767906,47768018
6,47767233,47767420
7,47765577,47765824
8,47761437,47761520
9,47759130,47759216
10,47755107,47755257
11,47753223,47753332
12,47748017,47748131
13,47745913,47746881
14,47737748,47737913
15,47735307,47735538
16,47728575,47728785
17,47725961,47726211
18,47715811,47717594

>VTI1A_ENST00000393077.2,chr10:114206756-114578503
1,114207016,114207225
2,114220283,114220341
3,114224306,114224416
4,114286846,114286923
5,114298005,114298089
6,114427977,114428047
7,114428696,114428757
8,114575049,114578503

>GOPC_ENST00000052569.6,chr6:117639374-117923691
1,117923167,117923691
2,117900063,117900227
3,117896340,117896515
4,117894630,117894795
5,117892023,117892118
6,117890735,117890899
7,117888017,117888197
8,117881432,117884547

>CANT1_ENST00000392446.5,chr17:76987799-77005949
1,77005746,77005812
2,76993922,76994045
3,76993074,76993726
4,76991100,76991303
5,76987799,76990002

>DDX5_ENST00000225792.5,chr17:62495734-62504317
1,62502194,62502639
2,62500795,62500960
3,62500340,62500436
4,62500101,62500234
5,62499921,62499986
6,62499548,62499689
7,62499306,62499466
8,62499044,62499216
9,62498557,62498667
10,62498280,62498341
11,62498128,62498187
12,62496667,62496891
13,62495734,62496444

>NOTCH1_ENST00000277541.6,chr9:139388896-139440314
1,139440178,139440314
2,139438476,139438554
3,139418169,139418431
4,139417302,139417640
5,139413895,139414017
6,139413043,139413276
7,139412589,139412744
8,139412204,139412389
9,139411724,139411837
10,139410433,139410546
11,139409935,139410168
12,139409742,139409852
13,139408962,139409154
14,139407844,139407989
15,139407473,139407586
16,139405604,139405723
17,139405105,139405257
18,139404185,139404413
19,139403322,139403523
20,139402684,139402837
21,139402407,139402591
22,139401757,139401889
23,139401168,139401425
24,139400979,139401091
25,139399762,139400333
26,139399125,139399556
27,139397634,139397782
28,139396724,139396940
29,139396453,139396540
30,139396200,139396365
31,139395004,139395299
32,139393564,139393711
33,139393351,139393448
34,139388896,139392010

>SEC16A_ENST00000371706.3,chr9:139334549-139372141
1,139368501,139371567
2,139366427,139366563
3,139362867,139362964
4,139361409,139361535
5,139360716,139360914
6,139360414,139360588
7,139358872,139359014
8,139358131,139358192
9,139357915,139358053
10,139357339,139357584
11,139355629,139355726
12,139354494,139354575
13,139354209,139354326
14,139353896,139354007
15,139353586,139353691
16,139351896,139352036
17,139350505,139350618
18,139350053,139350245
19,139348561,139348779
20,139347880,139347962
21,139345708,139345860
22,139342536,139342613
23,139342305,139342361
24,139342021,139342132
25,139341679,139341816
26,139341307,139341401
27,139338275,139338352
28,139334553,139336275

>ARID1A_ENST00000324856.7,chr1:27022524-27108595
1,27022524,27024031
2,27056142,27056354
3,27057643,27058095
4,27059167,27059283
5,27087347,27087587
6,27087875,27087964
7,27088643,27088810
8,27089464,27089776
9,27092712,27092857
10,27092948,27093057
11,27094281,27094490
12,27097610,27097817
13,27098991,27099123
14,27099303,27099478
15,27099837,27099987
16,27100071,27100208
17,27100293,27100389
18,27100820,27101711
19,27102068,27102198
20,27105514,27108595

>ZNF700_ENST00000254321.5,chr19:12035883-12061588
1,12035883,12036088
2,12057996,12058122
3,12058329,12058389
4,12059091,12061578

>NFIX_ENST00000397661.2,chr19:13106422-13209610
1,13106422,13106678
2,13135835,13136366
3,13183861,13183923
4,13184236,13184310
5,13184720,13184840
6,13186349,13186485
7,13189427,13189549
8,13192494,13192669
9,13201113,13201204
10,13205449,13207015

>TADA2A_ENST00000394395.2,chr17:35766965-35839835
1,35766965,35767040
2,35771356,35771477
3,35783609,35783715
4,35787049,35787108
5,35797839,35797930
6,35800606,35800763
7,35802665,35802753
8,35804798,35804870
9,35818626,35818689
10,35822182,35822225
11,35825535,35825645
12,35827558,35827629
13,35830504,35830636
14,35831198,35831241
15,35834661,35834734
16,35836902,35839835

>GPBP1L1_ENST00000290795.3,chr1:46092976-46153785
1,46152084,46152208
2,46125856,46126897
3,46124700,46124814
4,46120862,46120991
5,46120215,46120501
6,46108099,46108171
7,46105882,46106075
8,46099768,46099908
9,46099161,46099319
10,46096154,46096278
11,46095248,46095350
12,46092976,46094080

>NFATC2_ENST00000371564.3,chr20:50003494-50179370
1,50158909,50159258
2,50139620,50140649
3,50133323,50133494
4,50091995,50092197
5,50090517,50090689
6,50071085,50071225
7,50052243,50052298
8,50051725,50051851
9,50048604,50049293
10,50015180,50015267
11,50003494,50007988

>FAM131B_ENST00000443739.2,chr7:143050493-143059863
1,143059669,143059845
2,143057133,143057242
3,143056825,143056860
4,143056419,143056512
5,143055920,143056117
6,143054373,143054516
7,143050493,143054115

>SLC34A2_ENST00000382051.3,chr4:25656923-25680370
1,25657466,25657512
2,25664120,25664234
3,25664327,25664464
4,25665824,25665952
5,25667750,25667893
6,25669502,25669613
7,25671269,25671464
8,25672360,25672455
9,25673223,25673343
10,25674709,25674876
11,25675918,25676034
12,25676127,25676251
13,25677757,25680370

>CD74_ENST00000353334.6,chr5:149781200-149792492
1,149792188,149792492
2,149786715,149786887
3,149786444,149786523
4,149785822,149785884
5,149784648,149784743
6,149784243,149784330
7,149782126,149782188
8,149781233,149781813

>HEY1_ENST00000354724.3,chr8:80676245-80680098
1,80679810,80680098
2,80679454,80679529
3,80679244,80679327
4,80678886,80678967
5,80676245,80678006

>NUP107_ENST00000229179.4,chr12:69080514-69136785
1,69080514,69080853
2,69082742,69082833
3,69083313,69083399
4,69084411,69084526
5,69085748,69085892
6,69090599,69090702
7,69094506,69094633
8,69096516,69096564
9,69103018,69103089
10,69103785,69103873
11,69107510,69107588
12,69109407,69109520
13,69113121,69113211
14,69113358,69113434
15,69114898,69114957
16,69115621,69115766
17,69115884,69115932
18,69119507,69119576
19,69120279,69120397
20,69121131,69121169
21,69124890,69125040
22,69125387,69125499
23,69126417,69126519
24,69127232,69127392
25,69128488,69128613
26,69129011,69129124
27,69135593,69135760
28,69136135,69136785

>YWHAE_ENST00000264335.8,chr17:1247566-1303672
1,1303341,1303672
2,1268153,1268352
3,1265196,1265302
4,1264386,1264592
5,1257505,1257641
6,1247566,1248793

>C2orf44_ENST00000295148.4,chr2:24252210-24272445
1,24270184,24270223
2,24260547,24262382
3,24255699,24255816
4,24252210,24254032

>SDC4_ENST00000372733.3,chr20:43953928-43977064
1,43976965,43977064
2,43964422,43964560
3,43961663,43961709
4,43959006,43959204
5,43953928,43956055

>EZR_ENST00000367075.3,chr6:159186773-159240444
1,159240349,159240444
2,159239114,159239198
3,159210320,159210403
4,159208140,159208235
5,159206341,159206615
6,159205676,159205759
7,159204552,159204698
8,159197440,159197536
9,159192276,159192439
10,159191796,159191926
11,159190816,159190976
12,159190358,159190450
13,159188293,159188544
14,159186780,159188110

>LRIG3_ENST00000379141.4,chr12:59265931-59314303
1,59313208,59313327
2,59308046,59308117
3,59307763,59307837
4,59284447,59284578
5,59283778,59283921
6,59282601,59282744
7,59282111,59282254
8,59281571,59281714
9,59280592,59280672
10,59279613,59279684
11,59277302,59277373
12,59276651,59276814
13,59274363,59274683
14,59272606,59272887
15,59271182,59271634
16,59270227,59270385
17,59268212,59268355
18,59267837,59268112
19,59265931,59266598

>KLC1_ENST00000348520.6,chr14:104028233-104167888
1,104095514,104095831
2,104120901,104121162
3,104123883,104124113
4,104128453,104128531
5,104129039,104129264
6,104135848,104135935
7,104136519,104136620
8,104139351,104139524
9,104139669,104139768
10,104141889,104141938
11,104142026,104142093
12,104143752,104143860
13,104145721,104145882
14,104166992,104167064
15,104167538,104167888

>UBE2L3_ENST00000342192.4,chr22:21903736-21978323
1,21921836,21922060
2,21947150,21947245
3,21965146,21965332
4,21975804,21978323

>FN1_ENST00000354785.4,chr2:216225163-216300895
1,216300378,216300895
2,216299419,216299547
3,216298047,216298184
4,216296556,216296687
5,216295438,216295575
6,216292903,216293061
7,216289817,216290008
8,216288869,216289048
9,216288073,216288249
10,216286814,216286966
11,216285396,216285524
12,216283965,216284108
13,216279560,216279681
14,216274657,216274837
15,216274286,216274462
16,216273021,216273149
17,216272831,216272920
18,216271850,216272044
19,216270961,216271233
20,216269112,216269378
21,216263980,216264074
22,216262403,216262571
23,216261860,216261946
24,216259251,216259442
25,216257654,216257926
26,216256355,216256537
27,216252935,216253024
28,216251412,216251681
29,216249583,216249699
30,216248743,216248907
31,216248051,216248206
32,216246935,216247048
33,216245534,216245803
34,216243853,216244040
35,216242898,216242985
36,216241221,216241397
37,216240352,216240441
38,216239937,216240116
39,216238045,216238134
40,216236632,216237098
41,216235017,216235155
42,216232586,216232750
43,216230228,216230353
44,216229602,216229708
45,216226692,216226802
46,216225177,216226349

>PTPRK_ENST00000490332.2,chr6:128289924-128841870
1,128643184,128643326
2,128540067,128540241
3,128505577,128505870

>EIF3E_ENST00000220849.5,chr8:109213445-109447562
1,109260842,109260994
2,109254028,109254142
3,109252187,109252304
4,109248390,109248432
5,109247227,109247331
6,109241299,109241424
7,109240496,109240620
8,109229563,109229689
9,109228641,109228742
10,109226836,109226945
11,109215630,109215732
12,109215212,109215346
13,109213972,109214152

>NTRK1_ENST00000368196.3,chr1:156785621-156851434
1,156785621,156785630
2,156811872,156811985
3,156830726,156830938
4,156834145,156834220
5,156834519,156834591
6,156836701,156836770
7,156837895,156838041
8,156838296,156838439
9,156841414,156841547
10,156843424,156843751
11,156844174,156844192
12,156844362,156844418
13,156844697,156844800
14,156845311,156845458
15,156845862,156846002
16,156846191,156846364
17,156848913,156849154
18,156849790,156849949
19,156851248,156851434

>FGFR3_ENST00000260795.2,chr4:1795034-1810599
1,1795560,1795770
2,1800981,1801250
3,1801474,1801539
4,1803094,1803263
5,1803347,1803470
6,1803562,1803752
7,1805419,1805563
8,1806057,1806247
9,1806551,1806696
10,1807082,1807203
11,1807286,1807396
12,1807477,1807667
13,1807778,1807900
14,1807984,1808054
15,1808273,1808410
16,1808556,1808661
17,1808843,1810598

>CIC_ENST00000575354.2,chr19:42772689-42799949
1,42788817,42788923
2,42790923,42791072
3,42791158,42791392
4,42791472,42791601
5,42791697,42791879
6,42791962,42792127
7,42793040,42793242
8,42793333,42793558
9,42794000,42794103
10,42794385,42795618
11,42795710,42795897
12,42796238,42796359
13,42796452,42796618
14,42796718,42797011
15,42797108,42797433
16,42797744,42797988
17,42798087,42798241
18,42798325,42798456
19,42798756,42798887
20,42798976,42799949

>NUP214_ENST00000359428.5,chr9:134000948-134110057
1,134000948,134001136
2,134002911,134003106
3,134003719,134003870
4,134004666,134004864
5,134006153,134006223
6,134007983,134008046
7,134008493,134008596
8,134010285,134010391
9,134011327,134011393
10,134014668,134014794
11,134015936,134016097
12,134019667,134020141
13,134021516,134021691
14,134022877,134022971
15,134025711,134025797
16,134026003,134026152
17,134027123,134027281
18,134034770,134034873
19,134038378,134038560
20,134039257,134039342
21,134039448,134039531
22,134049442,134049705
23,134050847,134051008
24,134053698,134053797
