HGNC ID	Approved Symbol	Approved Name	UniProt ID(supplied by UniProt)
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Q9UP79
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Q9P2N4
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Q9H324
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	P58397
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Q76LX8
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Q8WXS8
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Q8TE58
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Q8TE57
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Q8TE56
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Q8TE60
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Q8TE59
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	P59510
HGNC:14632	ADAMTSL1	ADAMTS like 1	Q8N6G6
HGNC:14631	ADAMTSL2	ADAMTS like 2	Q86TH1
HGNC:14633	ADAMTSL3	ADAMTS like 3	P82987
HGNC:19706	ADAMTSL4	ADAMTS like 4	Q6UY14
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Q5T5F5
HGNC:27912	ADAMTSL5	ADAMTS like 5	Q6ZMM2
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	O75689
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Q9NPF8
HGNC:225	ADAR	adenosine deaminase, RNA-specific	P55265
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	P78563
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	Q9NS39
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	A8MUL3
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	Q9BUB4
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	Q7Z6V5
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	Q96EY9
HGNC:19038	ADCK1	aarF domain containing kinase 1	Q86TW2
HGNC:19039	ADCK2	aarF domain containing kinase 2	Q7Z695
HGNC:16812	ADCK3	aarF domain containing kinase 3	Q8NI60
HGNC:19041	ADCK4	aarF domain containing kinase 4	Q96D53
HGNC:21738	ADCK5	aarF domain containing kinase 5	Q3MIX3
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	
HGNC:232	ADCY1	adenylate cyclase 1 (brain)	Q08828
HGNC:233	ADCY2	adenylate cyclase 2 (brain)	Q08462
HGNC:234	ADCY3	adenylate cyclase 3	O60266
HGNC:235	ADCY4	adenylate cyclase 4	Q8NFM4
HGNC:236	ADCY5	adenylate cyclase 5	O95622
HGNC:237	ADCY6	adenylate cyclase 6	O43306
HGNC:238	ADCY7	adenylate cyclase 7	P51828
HGNC:239	ADCY8	adenylate cyclase 8 (brain)	P40145
HGNC:240	ADCY9	adenylate cyclase 9	O60503
HGNC:21285	ADCY10	adenylate cyclase 10 (soluble)	Q96PN6
HGNC:44143	ADCY10P1	adenylate cyclase 10 (soluble) pseudogene 1	
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	P18509
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	P41586
HGNC:243	ADD1	adducin 1	P35611
HGNC:244	ADD2	adducin 2	P35612
HGNC:245	ADD3	adducin 3	Q9UEY8
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	
HGNC:247	ADFN	albinism-deafness syndrome	
HGNC:21212	ADGB	androglobin	Q8N7X0
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	Q86SQ6
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	Q96PE1
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	Q8IWK6
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	O14514
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	O60241
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	O60242
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	Q6QNK2
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	Q7Z7M1
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	Q14246
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	Q9UHX3
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	Q9BY15
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	Q86SQ3
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	P48960
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	Q5T601
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	Q8IZF7
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	Q8IZF5
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	Q8IZF3
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	Q8IZF2
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	Q9Y653
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	Q8IZP9
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	Q86Y34
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	Q8IZF6
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	Q8IZF4
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	Q86SQ4
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	Q96K78
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	O94910
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	O95490
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	Q9HAR2
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	Q9HBW9
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	Q8WXG9
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	P07327
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	P00325
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	P00326
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	P08319
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	P11766
HGNC:22976	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2	
HGNC:22991	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3	
HGNC:21377	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	P28332
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	P40394
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1	Q8IWW8
HGNC:30576	ADI1	acireductone dioxygenase 1	Q9BV57
HGNC:28606	ADIG	adipogenin	Q0VDE8
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	Q15848
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	
HGNC:24040	ADIPOR1	adiponectin receptor 1	Q96A54
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	
HGNC:24041	ADIPOR2	adiponectin receptor 2	Q86V24
HGNC:24043	ADIRF	adipogenesis regulatory factor	Q15847
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	
HGNC:257	ADK	adenosine kinase	P55263
HGNC:259	ADM	adrenomedullin	P35318
HGNC:28898	ADM2	adrenomedullin 2	Q7Z4H4
HGNC:27293	ADM5	adrenomedullin 5 (putative)	C9JUS6
HGNC:15766	ADNP	activity-dependent neuroprotector homeobox	Q9H2P0
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	
HGNC:23803	ADNP2	ADNP homeobox 2	Q6IQ32
HGNC:23506	ADO	2-aminoethanethiol (cysteamine) dioxygenase	Q96SZ5
HGNC:262	ADORA1	adenosine A1 receptor	P30542
HGNC:263	ADORA2A	adenosine A2a receptor	P29274
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	P86434
HGNC:264	ADORA2B	adenosine A2b receptor	P29275
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	
HGNC:268	ADORA3	adenosine A3 receptor	P0DMS8
HGNC:25250	ADPGK	ADP-dependent glucokinase	Q9BRR6
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	P54922
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	Q8NDY3
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2	Q9NX46
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	Q3LIE5
HGNC:277	ADRA1A	adrenoceptor alpha 1A	P35348
HGNC:278	ADRA1B	adrenoceptor alpha 1B	P35368
HGNC:280	ADRA1D	adrenoceptor alpha 1D	P25100
HGNC:281	ADRA2A	adrenoceptor alpha 2A	P08913
HGNC:282	ADRA2B	adrenoceptor alpha 2B	P18089
HGNC:283	ADRA2C	adrenoceptor alpha 2C	P18825
HGNC:285	ADRB1	adrenoceptor beta 1	P08588
HGNC:286	ADRB2	adrenoceptor beta 2	P07550
HGNC:288	ADRB3	adrenoceptor beta 3	P13945
HGNC:15759	ADRM1	adhesion regulating molecule 1	Q16186
HGNC:291	ADSL	adenylosuccinate lyase	P30566
HGNC:292	ADSS	adenylosuccinate synthase	P30520
HGNC:20093	ADSSL1	adenylosuccinate synthase like 1	Q8N142
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	Q96IZ2
HGNC:303	AEBP1	AE binding protein 1	Q8IUX7
HGNC:24051	AEBP2	AE binding protein 2	Q6ZN18
HGNC:25722	AEN	apoptosis enhancing nuclease	Q8WTP8
HGNC:307	AES	amino-terminal enhancer of split	Q08117
HGNC:309	AF8T	AF8 temperature sensitivity complementing	
HGNC:310	AFA	ankyloblepharon filiforme adnatum	
HGNC:24017	AFAP1	actin filament associated protein 1	Q8N556
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	Q8TED9
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	Q8N4X5
HGNC:312	AFD1	acrofacial dysostosis 1, Nager type	
HGNC:7135	AFF1	AF4/FMR2 family member 1	P51825
HGNC:3776	AFF2	AF4/FMR2 family member 2	P51816
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1	
HGNC:6473	AFF3	AF4/FMR2 family member 3	P51826
HGNC:17869	AFF4	AF4/FMR2 family member 4	Q9UHB7
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Q9Y4W6
HGNC:24169	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	
HGNC:316	AFM	afamin	P43652
HGNC:20910	AFMID	arylformamidase	Q63HM1
HGNC:317	AFP	alpha fetoprotein	P02771
HGNC:25951	AFTPH	aftiphilin	Q6ULP2
HGNC:318	AGA	aspartylglucosaminidase	P20933
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Q9UPQ3
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1	
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Q99490
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1	
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	Q96P47
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	Q96P64
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	A6NIR3
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	Q5VW22
HGNC:23465	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	Q5VUJ5
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	Q5VTM2
HGNC:23659	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10 pseudogene	
HGNC:29421	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	Q8TF27
HGNC:23661	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	
HGNC:23499	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	
HGNC:23660	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	A8MT82
HGNC:26504	AGBL1	ATP/GTP binding protein-like 1	Q96MI9
HGNC:48617	AGBL1-AS1	AGBL1 antisense RNA 1	
HGNC:26296	AGBL2	ATP/GTP binding protein-like 2	Q5U5Z8
HGNC:27981	AGBL3	ATP/GTP binding protein-like 3	Q8NEM8
HGNC:25892	AGBL4	ATP/GTP binding protein-like 4	Q5VU57
HGNC:41482	AGBL4-IT1	AGBL4 intronic transcript 1	
HGNC:26147	AGBL5	ATP/GTP binding protein-like 5	Q8NDL9
HGNC:41133	AGBL5-AS1	AGBL5 antisense RNA 1	
HGNC:41484	AGBL5-IT1	AGBL5 intronic transcript 1	
HGNC:320	AGER	advanced glycosylation end product-specific receptor	Q15109
HGNC:5175	AGFG1	ArfGAP with FG repeats 1	P52594
HGNC:5177	AGFG2	ArfGAP with FG repeats 2	O95081
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1	Q8N302
HGNC:38051	AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	
HGNC:38052	AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	
HGNC:38053	AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	
HGNC:38054	AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	
HGNC:51741	AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	
HGNC:51744	AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	
HGNC:51740	AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	
HGNC:51745	AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	
HGNC:51746	AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	
HGNC:51747	AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	
HGNC:21869	AGK	acylglycerol kinase	Q53H12
HGNC:37661	AGKP1	acylglycerol kinase pseudogene 1	
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	P35573
HGNC:18407	AGMAT	agmatinase	Q9BSE5
HGNC:33784	AGMO	alkylglycerol monooxygenase	Q6ZNB7
HGNC:323	AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)	
HGNC:3262	AGO1	argonaute 1, RISC catalytic component	Q9UL18
HGNC:3263	AGO2	argonaute 2, RISC catalytic component	Q9UKV8
HGNC:18421	AGO3	argonaute 3, RISC catalytic component	Q9H9G7
HGNC:18424	AGO4	argonaute 4, RISC catalytic component	Q9HCK5
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Q99943
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	O15120
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Q9NRZ7
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	Q9NRZ5
HGNC:20988	AGPAT4-IT1	AGPAT4 intronic transcript 1	Q9H0P7
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Q9NUQ2
HGNC:37709	AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1	
HGNC:327	AGPS	alkylglycerone phosphate synthase	O00116
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member	O95994
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member	Q8TD06
HGNC:329	AGRN	agrin	O00468
HGNC:330	AGRP	agouti related neuropeptide	O00253
HGNC:333	AGT	angiotensinogen	P01019
HGNC:17258	AGTPBP1	ATP/GTP binding protein 1	Q9UPW5
HGNC:336	AGTR1	angiotensin II receptor type 1	P30556
HGNC:338	AGTR2	angiotensin II receptor type 2	P50052
HGNC:13539	AGTRAP	angiotensin II receptor associated protein	Q6RW13
HGNC:341	AGXT	alanine-glyoxylate aminotransferase	P21549
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2	Q9BYV1
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1	Q8WYP5
HGNC:24620	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	
HGNC:343	AHCY	adenosylhomocysteinase	P23526
HGNC:344	AHCYL1	adenosylhomocysteinase like 1	O43865
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2	Q96HN2
HGNC:44993	AHCYP1	adenosylhomocysteinase pseudogene 1	
HGNC:44994	AHCYP2	adenosylhomocysteinase pseudogene 2	
HGNC:44995	AHCYP3	adenosylhomocysteinase pseudogene 3	
HGNC:44996	AHCYP4	adenosylhomocysteinase pseudogene 4	
HGNC:44997	AHCYP5	adenosylhomocysteinase pseudogene 5	
HGNC:44998	AHCYP6	adenosylhomocysteinase pseudogene 6	
HGNC:44999	AHCYP7	adenosylhomocysteinase pseudogene 7	
HGNC:45000	AHCYP8	adenosylhomocysteinase pseudogene 8	
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	Q5TGY3
HGNC:21575	AHI1	Abelson helper integration site 1	Q8N157
HGNC:347	AHNAK	AHNAK nucleoprotein	Q09666
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2	Q8IVF2
HGNC:348	AHR	aryl hydrocarbon receptor	P35869
HGNC:346	AHRR	aryl-hydrocarbon receptor repressor	A9YTQ3
HGNC:1189	AHSA1	activator of Hsp90 ATPase activity 1	O95433
HGNC:20437	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	Q719I0
HGNC:349	AHSG	alpha 2-HS glycoprotein	P02765
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	Q9NZD4
HGNC:350	AIC	Aicardi syndrome	
HGNC:13203	AICDA	activation-induced cytidine deaminase	Q9GZX7
HGNC:25761	AIDA	axin interactor, dorsalization associated	Q96BJ3
HGNC:352	AIF1	allograft inflammatory factor 1	P55008
HGNC:28904	AIF1L	allograft inflammatory factor 1 like	Q9BQI0
HGNC:8768	AIFM1	apoptosis inducing factor, mitochondria associated 1	O95831
HGNC:44884	AIFM1P1	apoptosis inducing factor, mitochondria associated 1 pseudogene 1	
HGNC:21411	AIFM2	apoptosis inducing factor, mitochondria associated 2	Q9BRQ8
HGNC:26398	AIFM3	apoptosis inducing factor, mitochondria associated 3	Q96NN9
HGNC:21607	AIG1	androgen-induced 1	Q9NVV5
HGNC:43926	AIG1P1	androgen-induced 1 pseudogene 1	
HGNC:355	AIH3	amelogenesis imperfecta 3, hypomaturation or hypoplastic type	
HGNC:356	AIM1	absent in melanoma 1	Q9Y4K1
HGNC:17295	AIM1L	absent in melanoma 1-like	Q8N1P7
HGNC:357	AIM2	absent in melanoma 2	O14862
HGNC:10648	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	Q12904
HGNC:16543	AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1	
HGNC:43693	AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2	
HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	Q13155
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein	O00170
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1	Q9NZN9
HGNC:360	AIRE	autoimmune regulator	O43918
HGNC:34515	AIRN	antisense of IGF2R non-protein coding RNA	
HGNC:16304	AIS1	autoimmune susceptibility 1	
HGNC:23054	AIS2	autoimmune susceptibility 2	
HGNC:23083	AIS3	autoimmune susceptibility 3 (vitiligo specific)	
HGNC:30801	AJAP1	adherens junctions associated protein 1	Q9UKB5
HGNC:20250	AJUBA	ajuba LIM protein	Q96IF1
HGNC:361	AK1	adenylate kinase 1	P00568
HGNC:362	AK2	adenylate kinase 2	P54819
HGNC:24037	AK2P1	adenylate kinase 2 pseudogene 1	
HGNC:33542	AK2P2	adenylate kinase 2 pseudogene 2	
HGNC:17376	AK3	adenylate kinase 3	Q9UIJ7
HGNC:31099	AK3P2	adenylate kinase 3 pseudogene 2	
HGNC:39062	AK3P3	adenylate kinase 3 pseudogene 3	
HGNC:39063	AK3P4	adenylate kinase 3 pseudogene 4	
HGNC:39064	AK3P5	adenylate kinase 3 pseudogene 5	
HGNC:39065	AK3P6	adenylate kinase 3 pseudogene 6	
HGNC:363	AK4	adenylate kinase 4	P27144
HGNC:364	AK4P1	adenylate kinase 4 pseudogene 1	
HGNC:39066	AK4P2	adenylate kinase 4 pseudogene 2	
HGNC:21596	AK4P3	adenylate kinase 4 pseudogene 3	
HGNC:39067	AK4P4	adenylate kinase 4 pseudogene 4	
HGNC:39068	AK4P5	adenylate kinase 4 pseudogene 5	
HGNC:39069	AK4P6	adenylate kinase 4 pseudogene 6	
HGNC:365	AK5	adenylate kinase 5	Q9Y6K8
HGNC:49151	AK6	adenylate kinase 6	Q9Y3D8
HGNC:51678	AK6P1	adenylate kinase 6 pseudogene 1	
HGNC:51679	AK6P2	adenylate kinase 6 pseudogene 2	
HGNC:20091	AK7	adenylate kinase 7	Q96M32
HGNC:26526	AK8	adenylate kinase 8	Q96MA6
HGNC:33814	AK9	adenylate kinase 9	Q5TCS8
HGNC:28285	AKAIN1	A kinase (PRKA) anchor inhibitor 1	P0CW23
HGNC:367	AKAP1	A-kinase anchoring protein 1	Q92667
HGNC:372	AKAP2	A-kinase anchoring protein 2	Q9Y2D5
HGNC:373	AKAP3	A-kinase anchoring protein 3	O75969
HGNC:374	AKAP4	A-kinase anchoring protein 4	Q5JQC9
HGNC:375	AKAP5	A-kinase anchoring protein 5	P24588
HGNC:376	AKAP6	A-kinase anchoring protein 6	Q13023
HGNC:377	AKAP7	A-kinase anchoring protein 7	O43687
HGNC:378	AKAP8	A-kinase anchoring protein 8	O43823
HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like	Q9ULX6
HGNC:49758	AKAP8P1	A-kinase anchoring protein 8 pseudogene 1	
HGNC:379	AKAP9	A-kinase anchoring protein 9	Q99996
HGNC:368	AKAP10	A-kinase anchoring protein 10	O43572
HGNC:369	AKAP11	A-kinase anchoring protein 11	Q9UKA4
HGNC:370	AKAP12	A-kinase anchoring protein 12	Q02952
HGNC:371	AKAP13	A-kinase anchoring protein 13	Q12802
HGNC:24061	AKAP14	A-kinase anchoring protein 14	Q86UN6
HGNC:18783	AKAP17A	A-kinase anchoring protein 17A	Q02040
HGNC:38514	AKAP17BP	A-kinase anchoring protein 17B, pseudogene	
HGNC:1170	AKIP1	A-kinase interacting protein 1	Q9NQ31
HGNC:25744	AKIRIN1	akirin 1	Q9H9L7
HGNC:50794	AKIRIN1P1	akirin 1 pseudogene 1	
HGNC:50797	AKIRIN1P2	akirin 1 pseudogene 2	
HGNC:21407	AKIRIN2	akirin 2	Q53H80
HGNC:50796	AKIRIN2P1	akirin 2 pseudogene 1	
HGNC:24108	AKNA	AT-hook transcription factor	Q7Z591
HGNC:28398	AKNAD1	AKNA domain containing 1	Q5T1N1
HGNC:380	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	P14550
HGNC:381	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	P15121
HGNC:420	AKR1B1P1	aldehyde reductase family 1, member B1 pseudogene 1	
HGNC:425	AKR1B1P2	aldo-keto reductase family 1, member B1 pseudogene 2	
HGNC:422	AKR1B1P3	aldo-keto reductase family 1, member B1 pseudogene 3	
HGNC:423	AKR1B1P4	aldo-keto reductase family 1, member B1 pseudogene 4	
HGNC:20002	AKR1B1P5	aldo-keto reductase family 1, member B1 pseudogene 5	
HGNC:33498	AKR1B1P6	aldo-keto reductase family 1, member B1 pseudogene 6	
HGNC:33497	AKR1B1P7	aldo-keto reductase family 1, member B1 pseudogene 7	
HGNC:33496	AKR1B1P8	aldo-keto reductase family 1, member B1 pseudogene 8	
HGNC:382	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	O60218
HGNC:45062	AKR1B10P1	aldo-keto reductase family 1, member B10 pseudogene 1	
HGNC:45063	AKR1B10P2	aldo-keto reductase family 1, member B10 pseudogene 2	
HGNC:37281	AKR1B15	aldo-keto reductase family 1, member B15	C9JRZ8
HGNC:384	AKR1C1	aldo-keto reductase family 1, member C1	Q04828
HGNC:385	AKR1C2	aldo-keto reductase family 1, member C2	P52895
HGNC:386	AKR1C3	aldo-keto reductase family 1, member C3	P42330
HGNC:387	AKR1C4	aldo-keto reductase family 1, member C4	P17516
HGNC:44679	AKR1C5P	aldo-keto reductase family 1, member C5, pseudogene	
HGNC:44680	AKR1C6P	aldo-keto reductase family 1, member C6, pseudogene	
HGNC:44681	AKR1C7P	aldo-keto reductase family 1, member C7, pseudogene	
HGNC:23469	AKR1C8P	aldo-keto reductase family 1, member C8, pseudogene	Q5T2L2
HGNC:388	AKR1D1	aldo-keto reductase family 1, member D1	P51857
HGNC:11288	AKR1D1P1	aldo-keto reductase family 1, member D1 pseudogene 1	
HGNC:23437	AKR1E2	aldo-keto reductase family 1, member E2	Q96JD6
HGNC:389	AKR7A2	aldo-keto reductase family 7, member A2	O43488
HGNC:24062	AKR7A2P1	aldo-keto reductase family 7, member A2 pseudogene 1	
HGNC:390	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	O95154
HGNC:24056	AKR7L	aldo-keto reductase family 7-like (gene/pseudogene)	Q8NHP1
